"name","caption","isglobal","note"
"menu truck fire pass swerve02",,,
"menu truck fire pass",,,
"menu truck skeleton hit","[skeleton hits] ",,
"menu truck skeleton hit skull","[skeleton skull hit] ",,
"menu truck slow down","[truck slowing]",,
"menu truck speed up","[truck accelerating]",,
"menu truck swerve fast01",,,
"menu truck swerve fast02",,,
"menu truck swerve",,,
"menu window close",,,
"menu window popup",,,
"Metal hollow Big - Break - Heavy01",,,
"Metal hollow Big - Break - Heavy02",,,
"Metal hollow Big - Break - Heavy03",,,
"Metal hollow Big - Break - Light01",,,
"Metal hollow Big - Break - Light02",,,
"Metal hollow Big - Break - Light03",,,
"Metal hollow Big - Break - Medium01",,,
"Metal hollow Big - Break - Medium02",,,
"Metal hollow Big - Break - Medium03",,,
"Metal hollow Big - Destroy01","[metallic object breaking]",,
"Metal hollow Big - Destroy02","[metallic object breaking]",,
"Metal hollow Big - Destroy03","[metallic object breaking]",,
"Metal hollow Big - Impact - Heavy01",,,
"Metal hollow Big - Impact - Heavy02",,,
"Metal hollow Big - Impact - Heavy03",,,
"Metal hollow Big - Impact - Light01",,,
"Metal hollow Big - Impact - Light02",,,
"Metal hollow Big - Impact - Light03",,,
"Metal hollow Big - Impact - Medium01",,,
"Metal hollow Big - Impact - Medium02",,,
"Metal hollow Big - Impact - Medium03",,,
"Metal hollow Medium - Break - Heavy01",,,
"Metal hollow Medium - Break - Heavy02",,,
"Metal hollow Medium - Break - Heavy03",,,
"Metal hollow Medium - Break - Light01",,,
"Metal hollow Medium - Break - Light02",,,
"Metal hollow Medium - Break - Light03",,,
"Metal hollow Medium - Break - Medium01",,,
"Metal hollow Medium - Break - Medium02",,,
"Metal hollow Medium - Break - Medium03",,,
"Metal hollow Medium - Destroy01","[metallic object breaking]",,
"Metal hollow Medium - Destroy02","[metallic object breaking]",,
"Metal hollow Medium - Destroy03","[metallic object breaking]",,
"Metal hollow Medium - Impact - Heavy01",,,
"Metal hollow Medium - Impact - Heavy02",,,
"Metal hollow Medium - Impact - Heavy03",,,
"Metal hollow Medium - Impact - Light01",,,
"Metal hollow Medium - Impact - Light02",,,
"Metal hollow Medium - Impact - Light03",,,
"Metal hollow Medium - Impact - Medium01",,,
"Metal hollow Medium - Impact - Medium02",,,
"Metal hollow Medium - Impact - Medium03",,,
"Metal hollow Small - Break- Heavy01",,,
"Metal hollow Small - Break- Heavy02",,,
"Metal hollow Small - Break- Heavy03",,,
"Metal hollow Small - Break- Light01",,,
"Metal hollow Small - Break- Light02",,,
"Metal hollow Small - Break- Light03",,,
"Metal hollow Small - Break- Medium01",,,
"Metal hollow Small - Break- Medium02",,,
"Metal hollow Small - Break- Medium03",,,
"Metal hollow Small - Destroy01","[metallic object breaking]",,
"Metal hollow Small - Destroy02","[metallic object breaking]",,
"Metal hollow Small - Destroy03","[metallic object breaking]",,
"Metal hollow Small - Impact - Heavy01",,,
"Metal hollow Small - Impact - Heavy02",,,
"Metal hollow Small - Impact - Heavy03",,,
"Metal hollow Small - Impact - Light01",,,
"Metal hollow Small - Impact - Light02",,,
"Metal hollow Small - Impact - Light03",,,
"Metal hollow Small - Impact - Medium01",,,
"Metal hollow Small - Impact - Medium02",,,
"Metal hollow Small - Impact - Medium03",,,
"Milk - Break - Light01",,,
"Milk - Break - Light02",,,
"Milk - Break - Light03",,,
"Milk - Destroy01","[milk breaking]",,
"Milk - Impact - Heavy01",,,
"Milk - Impact - Heavy02",,,
"Milk - Impact - Heavy03",,,
"Milk - Impact - Light01",,,
"Milk - Impact - Light02",,,
"Milk - Impact - Light03",,,
"Milk - Impact - Light04",,,
"Milk - Impact - Light05",,,
"Milk - Impact - Light06",,,
"Milk - Impact - Medium01",,,
"Milk - Impact - Medium02",,,
"Milk - Impact - Medium03",,,
"moneyhead burning loop",,,
"moneyhead cool down",,,
"moneyhead open",,,
"moneyhead shut",,,
"mouse01","[mouse squeaks!]",,
"mouse02","[mouse squeaks!]",,
"msc arena race",,,
"msc lobby",,,
"msc main menu",,,
"msc player death sighting",,,
"msc player do not look at",,,
"museum storage door close heavy01",,,
"museum storage door close heavy02",,,
"museum storage door close heavy03",,,
"museum storage door close01",,,
"museum storage door close02",,,
"museum storage door close03",,,
"museum storage door open01",,,
"museum storage door open02",,,
"museum storage door open03",,,
"musicbox close",,,
"musicbox open",,,
"Orb Boot",,,
"Orb Loop",,,
"Orb Shutdown",,,
"Phase Bridge OFF - Impact - Heavy01",,,
"Phase Bridge OFF - Impact - Heavy02",,,
"Phase Bridge OFF - Impact - Heavy03",,,
"Phase Bridge OFF - Impact - Light01",,,
"Phase Bridge OFF - Impact - Light02",,,
"Phase Bridge OFF - Impact - Light03",,,
"Phase Bridge OFF - Impact - Medium01",,,
"Phase Bridge OFF - Impact - Medium02",,,
"Phase Bridge OFF - Impact - Medium03",,,
"Phase Bridge ON - Impact - Heavy01",,,
"Phase Bridge ON - Impact - Heavy02",,,
"Phase Bridge ON - Impact - Heavy03",,,
"Phase Bridge ON - Impact - Light01",,,
"Phase Bridge ON - Impact - Light02",,,
"Phase Bridge ON - Impact - Light03",,,
"Phase Bridge ON - Impact - Medium01",,,
"Phase Bridge ON - Impact - Medium02",,,
"Phase Bridge ON - Impact - Medium03",,,
"phone ringtone","[phone ringing]",,
"Phys - Cardboard - Break - Heavy01",,,
"Phys - Cardboard - Break - Heavy02",,,
"Phys - Cardboard - Break - Heavy03",,,
"Phys - Cardboard - Break - Light01",,,
"Phys - Cardboard - Break - Light02",,,
"Phys - Cardboard - Break - Light03",,,
"Phys - Cardboard - Break - Medium01",,,
"Phys - Cardboard - Break - Medium02",,,
"Phys - Cardboard - Break - Medium03",,,
"Phys - Cardboard - Destroy01","[cardboard object breaking]",,
"Phys - Cardboard - Impact - Heavy01",,,
"Phys - Cardboard - Impact - Heavy02",,,
"Phys - Cardboard - Impact - Heavy03",,,
"Phys - Cardboard - Impact - Light01",,,
"Phys - Cardboard - Impact - Light02",,,
"Phys - Cardboard - Impact - Light03",,,
"Phys - Cardboard - Impact - Medium01",,,
"Phys - Cardboard - Impact - Medium02",,,
"Phys - Cardboard - Impact - Medium03",,,
"Phys - Paper - Break - Heavy01",,,
"Phys - Paper - Break - Heavy02",,,
"Phys - Paper - Break - Heavy03",,,
"Phys - Paper - Break - Light01",,,
"Phys - Paper - Break - Light02",,,
"Phys - Paper - Break - Light03",,,
"Phys - Paper - Break - Medium01",,,
"Phys - Paper - Break - Medium02",,,
"Phys - Paper - Break - Medium03",,,
"Phys - Paper - Destroy01","[paper object breaking]",,
"Phys - Paper - Impact - Heavy01",,,
"Phys - Paper - Impact - Heavy02",,,
"Phys - Paper - Impact - Heavy03",,,
"Phys - Paper - Impact - Light01",,,
"Phys - Paper - Impact - Light02",,,
"Phys - Paper - Impact - Light03",,,
"Phys - Paper - Impact - Medium01",,,
"Phys - Paper - Impact - Medium02",,,
"Phys - Paper - Impact - Medium03",,,
"phys cosmetic world object common break heavy01",,,
"phys cosmetic world object common break heavy02",,,
"phys cosmetic world object common break heavy03",,,
"phys cosmetic world object common break light01",,,
"phys cosmetic world object common break light02",,,
"phys cosmetic world object common break light03",,,
"phys cosmetic world object common break medium01",,,
"phys cosmetic world object common break medium02",,,
"phys cosmetic world object common break medium03",,,
"phys cosmetic world object common destroyed","[cosmetic box breaking]",,
"phys cosmetic world object common impact heavy01",,,
"phys cosmetic world object common impact heavy02",,,
"phys cosmetic world object common impact heavy03",,,
"phys cosmetic world object common impact light01",,,
"phys cosmetic world object common impact light02",,,
"phys cosmetic world object common impact light03",,,
"phys cosmetic world object common impact medium01",,,
"phys cosmetic world object common impact medium02",,,
"phys cosmetic world object common impact medium03",,,
"phys cosmetic world object rare break heavy01",,,
"phys cosmetic world object rare break heavy02",,,
"phys cosmetic world object rare break heavy03",,,
"phys cosmetic world object rare break light01",,,
"phys cosmetic world object rare break light02",,,
"phys cosmetic world object rare break light03",,,
"phys cosmetic world object rare break medium01",,,
"phys cosmetic world object rare break medium02",,,
"phys cosmetic world object rare break medium03",,,
"phys cosmetic world object rare destroyed","[cosmetic box breaking]",,
"phys cosmetic world object rare impact heavy01",,,
"phys cosmetic world object rare impact heavy02",,,
"phys cosmetic world object rare impact heavy03",,,
"phys cosmetic world object rare impact light01",,,
"phys cosmetic world object rare impact light02",,,
"phys cosmetic world object rare impact light03",,,
"phys cosmetic world object rare impact medium01",,,
"phys cosmetic world object rare impact medium02",,,
"phys cosmetic world object rare impact medium03",,,
"phys cosmetic world object ucommon impact heavy01",,,
"phys cosmetic world object ucommon impact heavy02",,,
"phys cosmetic world object ucommon impact heavy03",,,
"phys cosmetic world object ucommon impact light01",,,
"phys cosmetic world object ucommon impact light02",,,
"phys cosmetic world object ucommon impact light03",,,
"phys cosmetic world object ucommon impact medium01",,,
"phys cosmetic world object ucommon impact medium02",,,
"phys cosmetic world object ucommon impact medium03",,,
"phys cosmetic world object ultra rare break heavy01",,,
"phys cosmetic world object ultra rare break heavy02",,,
"phys cosmetic world object ultra rare break heavy03",,,
"phys cosmetic world object ultra rare break light01",,,
"phys cosmetic world object ultra rare break light02",,,
"phys cosmetic world object ultra rare break light03",,,
"phys cosmetic world object ultra rare break medium01",,,
"phys cosmetic world object ultra rare break medium02",,,
"phys cosmetic world object ultra rare break medium03",,,
"phys cosmetic world object ultra rare destroyed","[cosmetic box breaking]",,
"phys cosmetic world object ultra rare impact heavy01",,,
"phys cosmetic world object ultra rare impact heavy02",,,
"phys cosmetic world object ultra rare impact heavy03",,,
"phys cosmetic world object ultra rare impact light01",,,
"phys cosmetic world object ultra rare impact light02",,,
"phys cosmetic world object ultra rare impact light03",,,
"phys cosmetic world object ultra rare impact medium01",,,
"phys cosmetic world object ultra rare impact medium02",,,
"phys cosmetic world object ultra rare impact medium03",,,
"phys cosmetic world object uncommon break heavy01",,,
"phys cosmetic world object uncommon break heavy02",,,
"phys cosmetic world object uncommon break heavy03",,,
"phys cosmetic world object uncommon break light01",,,
"phys cosmetic world object uncommon break light02",,,
"phys cosmetic world object uncommon break light03",,,
"phys cosmetic world object uncommon break medium01",,,
"phys cosmetic world object uncommon break medium02",,,
"phys cosmetic world object uncommon break medium03",,,
"phys cosmetic world object uncommon destroyed","[cosmetic box breaking]",,
"phys grabber loop",,,
"phys grabber off01",,,
"phys grabber on01",,,
"phys grabber rotate loop",,,
"phys grabber rotate start",,,
"phys grabber rotate stop",,,
"Phys hay - Hay - Break - Heavy01",,,
"Phys hay - Hay - Break - Heavy02",,,
"Phys hay - Hay - Break - Heavy03",,,
"Phys hay - Hay - Break - Light01",,,
"Phys hay - Hay - Break - Light02",,,
"Phys hay - Hay - Break - Light03",,,
"Phys hay - Hay - Break - Medium01",,,
"Phys hay - Hay - Break - Medium02",,,
"Phys hay - Hay - Break - Medium03",,,
"Phys hay - Hay - Destroy01","[hay object breaking]",,
"Phys hay - Hay - Destroy02","[hay object breaking]",,
"Phys hay - Hay - Destroy03","[hay object breaking]",,
"Phys hay - Hay - Impact - Heavy01",,,
"Phys hay - Hay - Impact - Heavy02",,,
"Phys hay - Hay - Impact - Heavy03",,,
"Phys hay - Hay - Impact - Light01",,,
"Phys hay - Hay - Impact - Light02",,,
"Phys hay - Hay - Impact - Light03",,,
"Phys hay - Hay - Impact - Medium01",,,
"Phys hay - Hay - Impact - Medium02",,,
"Phys hay - Hay - Impact - Medium03",,,
"Phys Vehicle - Break - Heavy01",,,
"Phys Vehicle - Break - Heavy02",,,
"Phys Vehicle - Break - Heavy03",,,
"Phys Vehicle - Break - Light01",,,
"Phys Vehicle - Break - Light02",,,
"Phys Vehicle - Break - Light03",,,
"Phys Vehicle - Break - Medium01",,,
"Phys Vehicle - Break - Medium02",,,
"Phys Vehicle - Break - Medium03",,,
"Phys Vehicle - Destroy01",,,
"Phys Vehicle - Impact - Heavy01",,,
"Phys Vehicle - Impact - Heavy02",,,
"Phys Vehicle - Impact - Heavy03",,,
"Phys Vehicle - Impact - Light01",,,
"Phys Vehicle - Impact - Light02",,,
"Phys Vehicle - Impact - Light03",,,
"Phys Vehicle - Impact - Medium01",,,
"Phys Vehicle - Impact - Medium02",,,
"Phys Vehicle - Impact - Medium03",,,
"Physics - Impacts - Leather Medium - Destroy01","[leather object breaking]",,
"Physics - Impacts - Leather Medium - Destroy02","[leather object breaking]",,
"Physics - Impacts - Leather Medium - Destroy03","[leather object breaking]",,
"Physics - Impacts - Leather Medium - Impact - Heavy01",,,
"Physics - Impacts - Leather Medium - Impact - Heavy02",,,
"Physics - Impacts - Leather Medium - Impact - Heavy03",,,
"Physics - Impacts - Leather Medium - Impact - Light01",,,
"Physics - Impacts - Leather Medium - Impact - Light02",,,
"Physics - Impacts - Leather Medium - Impact - Light03",,,
"Physics - Impacts - Leather Medium - Impact - Medium01",,,
"Physics - Impacts - Leather Medium - Impact - Medium02",,,
"Physics - Impacts - Leather Medium - Impact - Medium03",,,
"Piano - Impact - Heavy01",,,
"Piano - Impact - Heavy02",,,
"Piano - Impact - Heavy03",,,
"Piano - Impact - Light01",,,
"Piano - Impact - Light02",,,
"Piano - Impact - Light03",,,
"Piano - Impact - Medium01",,,
"Piano - Impact - Medium02",,,
"Piano - Impact - Medium03",,,
"Piano -Break - Heavy01",,,
"Piano -Break - Heavy02",,,
"Piano -Break - Heavy03",,,
"Piano -Break - Light01",,,
"Piano -Break - Light02",,,
"Piano -Break - Light03",,,
"Piano -Break - Medium01",,,
"Piano -Break - Medium02",,,
"Piano -Break - Medium03",,,
"Piano -Destroy01","[piano breaking]",,
"Piano -Destroy02","[piano breaking]",,
"Piano -Destroy03","[piano breaking]",,
"Plastic Big - Break - Heavy01",,,
"Plastic Big - Break - Heavy02",,,
"Plastic Big - Break - Heavy03",,,
"Plastic Big - Break - Light01",,,
"Plastic Big - Break - Light02",,,
"Plastic Big - Break - Light03",,,
"Plastic Big - Break - Medium01",,,
"Plastic Big - Break - Medium02",,,
"Plastic Big - Break - Medium03",,,
"Plastic Big - Destroy01","[plastic object breaking]",,
"Plastic Big - Destroy02","[plastic object breaking]",,
"Plastic Big - Destroy03","[plastic object breaking]",,
"Plastic Big - Impact - Heavy01",,,
"Plastic Big - Impact - Heavy02",,,
"Plastic Big - Impact - Heavy03",,,
"Plastic Big - Impact - Light01",,,
"Plastic Big - Impact - Light02",,,
"Plastic Big - Impact - Light03",,,
"Plastic Big - Impact - Medium01",,,
"Plastic Big - Impact - Medium02",,,
"Plastic Big - Impact - Medium03",,,
"Plastic Medium - Break - Heavy01",,,
"Plastic Medium - Break - Heavy02",,,
"Plastic Medium - Break - Heavy03",,,
"Plastic Medium - Break - Light01",,,
"Plastic Medium - Break - Light02",,,
"Plastic Medium - Break - Light03",,,
"Plastic Medium - Break - Medium01",,,
"Plastic Medium - Break - Medium02",,,
"Plastic Medium - Break - Medium03",,,
"Plastic Medium - Destroy01","[plastic object breaking]",,
"Plastic Medium - Destroy02","[plastic object breaking]",,
"Plastic Medium - Destroy03","[plastic object breaking]",,
"Plastic Medium - Impact - Heavy01",,,
"Plastic Medium - Impact - Heavy02",,,
"Plastic Medium - Impact - Heavy03",,,
"Plastic Medium - Impact - Light01",,,
"Plastic Medium - Impact - Light02",,,
"Plastic Medium - Impact - Light03",,,
"Plastic Medium - Impact - Medium01",,,
"Plastic Medium - Impact - Medium02",,,
"Plastic Medium - Impact - Medium03",,,
"Player - break heavy01",,,
"Player - break heavy02",,,
"Player - break heavy03",,,
"Player - break light01",,,
"Player - break light02",,,
"Player - break light03",,,
"Player - break medium01",,,
"Player - break medium02",,,
"Player - break medium03",,,
"Player - impact heavy01",,,
"Player - impact heavy02",,,
"Player - impact heavy03",,,
"Player - impact medium01",,,
"Player - impact medium02",,,
"Player - impact medium03",,,
"Player - impact small01",,,
"Player - impact small02",,,
"Player - impact small03",,,
"player crawl intro01",,,
"player crawl intro02",,,
"player crawl intro03",,,
"player crawl outro01",,,
"player crawl outro02",,,
"player crawl outro03",,,
"player crawl to crouch01",,,
"player crawl to crouch02",,,
"player crawl to crouch03",,,
"player crouch to crawl01",,,
"player crouch to crawl02",,,
"player crouch to crawl03",,,
"player crouch to stand01",,,
"player crouch to stand02",,,
"player crouch to stand03",,,
"player death explosion buildup",,,"Not needed-Other sound covered it with [explosion!]"
"player death explosion01",,,"Not needed-Other sound covered it with [explosion!]"
"player death explosion02",,,"Not needed-Other sound covered it with [explosion!]"
"player death explosion03",,,"Not needed-Other sound covered it with [explosion!]."
"player death01","[semibot death]",,
"player death02","[semibot death]",,
"player death03","[semibot death]",,
"player fall loop",,,
"player heal",,,
"player hurt long01",,,
"player hurt long02",,,
"player hurt long03",,,
"player hurt short01",,,
"player hurt short02",,,
"player hurt short03",,,
"player jump01",,,
"player jump02",,,
"player jump03",,,
"player land01",,,
"player land02",,,
"player land03",,,
"player overcharge explosion","[explosion!]",,
"player overcharge loop","[overcharge warning!]",,
"player revive","[semibot revives]",,
"player slide",,,
"player spectate charge loop",,,
"player spectate head jump small01",,,
"player spectate head jump small02",,,
"player spectate head jump small03",,,
"player spectate head jump01",,,
"player spectate head jump02",,,
"player spectate head jump03",,,
"player spectate head ready",,,
"player spectate head start",,,
"player spectate head stop",,,
"player stand to crouch01",,,
"player stand to crouch02",,,
"player stand to crouch03",,,
"player tumble break free01",,,
"player tumble break free02",,,
"player tumble break free03",,,
"player tumble can exit",,,
"player tumble impact","[semibot impacted!]",,
"player tumble move loop",,,
"player tumble start",,,
"player tumble stop",,,
"player upgrade",,,
"prop bathroom sink drip",,,
"prop loop barrel fire","[barrel fire crackling]",,
"prop loop cauldron","[cauldron bubbling]",,
"prop loop electrical buzz","[electrical buzzing]",,
"prop loop furnace","[furnace humming]",,
"prop loop lab vat","[lab vat bubbling]",,
"prop loop slime","[slime oozes]",,
"prop loop slime2","[slime oozes]",,
"prop loop slime2_2","[slime oozes]",,
"prop toilet explosion","[toilet explosion]",,
"prop toilet flush","[toilet flushs]",,
"prop toilet splash01","[toilet splashs]",,
"prop toilet splash02","[toilet splashs]",,
"prop toilet splash03","[toilet splashs]",,
"prop truck",,,
"radio loop","[radio]: ...We have Headman followed by... It's an INCREDIBLE SHOW! I hope you placed your bets correctly, because the payout's gonna be quite a snag! My goodness, he's done it! Headman is the winner! He's gonna get you, and he's gonna eat your face!..and Headman takes the lead! followed by ..., what a show! Haven't seen anything like this since '42! The crowd goes wild!... He's gonna get you! He's unbeatable! He's immortal!",,
"radio off","[radio turns off]",,
"radio on","[radio turns on]",,
"result screen arm box impact common",,,
"result screen arm intro01",,,
"result screen arm intro02",,,
"result screen arm intro03",,,
"result screen arm move long01",,,
"result screen arm move long02",,,
"result screen arm move long03",,,
"result screen arm move short01",,,
"result screen arm move short02",,,
"result screen arm move short03",,,
"result screen arm outro01",,,
"result screen arm outro02",,,
"result screen arm outro03",,,
"result screen arm token flick rare",,,
"result screen arm token flick ultra rare",,,
"result screen arm token flick uncommon",,,
"result screen arm token flick",,,
"result screen arm token twirl",,,
"robosignal loop",,,
"Rock Medium - Break - Heavy01",,,
"Rock Medium - Break - Heavy02",,,
"Rock Medium - Break - Heavy03",,,
"Rock Medium - Break - Light01",,,
"Rock Medium - Break - Light02",,,
"Rock Medium - Break - Light03",,,
"Rock Medium - Break - Medium01",,,
"Rock Medium - Break - Medium02",,,
"Rock Medium - Break - Medium03",,,
"Rock Medium - Destroy01","[rock object breaking]",,
"Rock Medium - Destroy02","[rock object breaking]",,
"Rock Medium - Destroy03","[rock object breaking]",,
"Rock Medium - Impact - Heavy01",,,
"Rock Medium - Impact - Heavy02",,,
"Rock Medium - Impact - Heavy03",,,
"Rock Medium - Impact - Light01",,,
"Rock Medium - Impact - Light02",,,
"Rock Medium - Impact - Light03",,,
"Rock Medium - Impact - Medium01",,,
"Rock Medium - Impact - Medium02",,,
"Rock Medium - Impact - Medium03",,,
"Rug - Slide Loop- Medium",,,
"safe close heavy01",,,
"safe close heavy02",,,
"safe close heavy03",,,
"safe close01",,,
"safe close02",,,
"safe close03",,,
"safe hinge break01","[safe door hinge breaks]",,
"safe hinge break02","[safe door hinge breaks]",,
"safe hinge break03","[safe door hinge breaks]",,
"safe move end01",,,
"safe move end02",,,
"safe move end03",,,
"safe move loop",,,
"safe open01",,,
"safe open02",,,
"safe open03",,,
"scare cymbal01",,,
"scare cymbal02",,,
"scare cymbal03",,,
"scare cymbal04",,,
"scare cymbal05",,,
"scare cymbal06",,,
"scare cymbal07",,,
"scare cymbal08",,,
"scare cymbal09",,,
"scare impact 01",,,
"scare impact 02",,,
"scare sighting01",,,
"scare sighting02",,,
"scare sighting04",,,
"scare sighting05",,,
"scare sighting06",,,
"scare sighting07",,,
"scare sighting08",,,
"scare sighting09",,,
"scare sighting10",,,
"security laser close loop",,,
"security laser loop",,,
"security laser overload",,,
"security laser power down","[security laser powers down]",,
"security laser power up","[security laser powers up]",,
"Sewer Loop A",,,
"Shifting Cavern Ambience Loop",,,
"shop music",,,
"shop radio02",,,
"shop radio03",,,
"shop radio04",,,
"shop radio05",,,
"shop radio06",,,
"shop radio07",,,
"shop radio08",,,
"shopkeeper angry01","[shopkeeper growling]",,
"shopkeeper angry02","[shopkeeper growling]",,
"shopkeeper angry03","[shopkeeper growling]",,
"shopkeeper big gun arm",,,
"shopkeeper big sensor",,,
"shopkeeper camera","[shopkeeper camera shutter sound]",,
"shopkeeper defensive shockwave buildup","[shockwave charging sound]",,
"shopkeeper hori loop",,,
"shopkeeper hurt01",,,
"shopkeeper hurt02",,,
"shopkeeper hurt03",,,
"shopkeeper idle","[shopkeeper humming]",,
"shopkeeper small barrel extending",,,
"shopkeeper small sensor",,,
"shopkeeper small sensor2",,,
"shopkeeper small sensor3",,,
"shopkeeper vertical loop",,,
"shopkeeper vo grab01","[shopkeeper grabbing]",,
"shopkeeper vo judge01","[shopkeeper]: Judging...",,
"shopkeeper vo see01",,,
"shopkeeper vo1",,,
"shopkeeper vo2",,,
"shopkeeper vo3",,,
"shopkeeper vo4",,,
"shopkeeper vo5",,,
"shopkeeper vo6",,,
"shopkeeper vo7",,,
"sighting16 global",,,
"sighting16",,,
"sledgehammer hit01","[sledgehammer hitting]",,
"sledgehammer hit02","[sledgehammer hitting]",,
"sledgehammer hit03","[sledgehammer hitting]",,
"sledgehammer move long01_new",,,
"sledgehammer move long02_new",,,
"sledgehammer move long03_new",,,
"snd_dirt_tracker_beep",,,
"snd_dirt_tracker_count down",,,
"snd_dirt_tracker_count up",,,
"snd_dirt_tracker_equip",,,
"snd_dirt_tracker_loop",,,
"snd_dirt_tracker_unequip",,,
"snd_global_footstep_metal01",,,
"snd_global_footstep_metal02",,,
"snd_global_footstep_metal03",,,
"staff gravity launch charge up",,,
"staff gravity launch",,,
"staff gravity lift up loop01",,,
"staff gravity lift up loop02",,,
"staff gravity loaded charge up",,,
"staff gravity loaded high loop",,,
"staff gravity loaded low loop",,,
"staff gravity loaded",,,
"Surplus Valuable - Big - Break - Heavy01",,,
"Surplus Valuable - Big - Break - Heavy02",,,
"Surplus Valuable - Big - Break - Heavy03",,,
"Surplus Valuable - Big - Break - Light01",,,
"Surplus Valuable - Big - Break - Light02",,,
"Surplus Valuable - Big - Break - Light03",,,
"Surplus Valuable - Big - Break - Medium01",,,
"Surplus Valuable - Big - Break - Medium02",,,
"Surplus Valuable - Big - Break - Medium03",,,
"Surplus Valuable - Big - Destroy01","[surplus valuable breaking]",,
"Surplus Valuable - Big - Destroy02","[surplus valuable breaking]",,
"Surplus Valuable - Big - Destroy03","[surplus valuable breaking]",,
"Surplus Valuable - Big - Impact - Heavy01",,,
"Surplus Valuable - Big - Impact - Heavy02",,,
"Surplus Valuable - Big - Impact - Heavy03",,,
"Surplus Valuable - Big - Impact - Light01",,,
"Surplus Valuable - Big - Impact - Light02",,,
"Surplus Valuable - Big - Impact - Light03",,,
"Surplus Valuable - Big - Impact - Medium01",,,
"Surplus Valuable - Big - Impact - Medium02",,,
"Surplus Valuable - Big - Impact - Medium03",,,
"Surplus Valuable - Medium - Break - Heavy01",,,
"Surplus Valuable - Medium - Break - Heavy02",,,
"Surplus Valuable - Medium - Break - Heavy03",,,
"Surplus Valuable - Medium - Break - Light01",,,
"Surplus Valuable - Medium - Break - Light02",,,
"Surplus Valuable - Medium - Break - Light03",,,
"Surplus Valuable - Medium - Break - Medium01",,,
"Surplus Valuable - Medium - Break - Medium02",,,
"Surplus Valuable - Medium - Break - Medium03",,,
"Surplus Valuable - Medium - Destroy01","[surplus valuable breaking]",,
"Surplus Valuable - Medium - Destroy02","[surplus valuable breaking]",,
"Surplus Valuable - Medium - Destroy03","[surplus valuable breaking]",,
"Surplus Valuable - Medium - Impact - Heavy01",,,
"Surplus Valuable - Medium - Impact - Heavy02",,,
"Surplus Valuable - Medium - Impact - Heavy03",,,
"Surplus Valuable - Medium - Impact - Light01",,,
"Surplus Valuable - Medium - Impact - Light02",,,
"Surplus Valuable - Medium - Impact - Light03",,,
"Surplus Valuable - Medium - Impact - Medium01",,,
"Surplus Valuable - Medium - Impact - Medium02",,,
"Surplus Valuable - Medium - Impact - Medium03",,,
"Surplus Valuable - Small - Break - Heavy01",,,
"Surplus Valuable - Small - Break - Heavy02",,,
"Surplus Valuable - Small - Break - Heavy03",,,
"Surplus Valuable - Small - Break - Light01",,,
"Surplus Valuable - Small - Break - Light02",,,
"Surplus Valuable - Small - Break - Light03",,,
"Surplus Valuable - Small - Break - Medium01",,,
"Surplus Valuable - Small - Break - Medium02",,,
"Surplus Valuable - Small - Break - Medium03",,,
"Surplus Valuable - Small - Destroy01","[surplus valuable breaking]",,
"Surplus Valuable - Small - Destroy02","[surplus valuable breaking]",,
"Surplus Valuable - Small - Destroy03","[surplus valuable breaking]",,
"Surplus Valuable - Small - Impact - Heavy01",,,
"Surplus Valuable - Small - Impact - Heavy02",,,
"Surplus Valuable - Small - Impact - Heavy03",,,
"Surplus Valuable - Small - Impact - Light01",,,
"Surplus Valuable - Small - Impact - Light02",,,
"Surplus Valuable - Small - Impact - Light03",,,
"Surplus Valuable - Small - Impact - Medium01",,,
"Surplus Valuable - Small - Impact - Medium02",,,
"Surplus Valuable - Small - Impact - Medium03",,,
"Tile - Slide Loop- Medium",,,
"toilet lid close heavy01",,,
"toilet lid close heavy02",,,
"toilet lid close heavy03",,,
"toilet lid close01",,,
"toilet lid close02",,,
"toilet lid close03",,,
"toilet lid hinge break01","[toilet lid hinge breaking]",,
"toilet lid hinge break02","[toilet lid hinge breaking]",,
"toilet lid hinge break03","[toilet lid hinge breaking]",,
"toilet lid move end01",,,
"toilet lid move end02",,,
"toilet lid move end03",,,
"toilet lid move loop",,,
"toilet lid open01",,,
"toilet lid open02",,,
"toilet lid open03",,,
"trap doll loop","[scream doll]: AAAAAAAAHHHHHHHHHHH!",,
"trap frog jump","[toy frog jumps]",,
"trap frog loop end",,,
"trap frog loop start",,,
"trap frog loop","[toy frog croaks]",,
"trap grandfather clock bell","[grandfather clock ringing]",,
"trap grandfather clock tick01","[grandfather clock ticking]",,
"trap grandfather clock tick02","[grandfather clock ticking]",,
"trap grandfather clock tick03","[grandfather clock ticking]",,
"trap ice saw loop","[ice saw running]",,
"trap ice saw start","[ice saw starting]",,
"trap ice saw stop","[ice saw stopping]",,
"trap monkey cymbal01","[cymbal crashing]",,
"trap monkey cymbal02","[cymbal crashing]",,
"trap monkey cymbal03","[cymbal crashing]",,
"trap monkey loop","[toy monkey sound]",,
"trap musicbox music","[music box playing]",,
"trap propane tank loop","[propane tank hissing]","true",
"trap propane tank start","[propane tank valve opening]",,
"trap propane tank stop","[propane tank stops hissing]",,
"tricycle glitch in01",,,
"tricycle glitch in02",,,
"tricycle glitch in03",,,
"tricycle glitch out01",,,
"tricycle glitch out02",,,
"tricycle glitch out03",,,
